route_id,manifest_id,vehicle_id,warehouse_id,stop_sequence,fps_id,latitude,longitude,distance_from_previous_km,eta_minutes,route_status
RT-0000244,MAN-000021,VEH-0106,WH-006,2,FPS-0181,14.022747,75.406812,24.03,52,PLANNED
RT-0000245,MAN-000021,VEH-0106,WH-006,3,FPS-0581,14.094895,75.36465,9.22,20,PLANNED
RT-0000246,MAN-000021,VEH-0106,WH-006,3,FPS-0581,14.094895,75.36465,9.22,20,PLANNED
RT-0000247,MAN-000021,VEH-0106,WH-006,4,FPS-0406,13.907382,75.374055,20.88,45,PLANNED
RT-0000248,MAN-000021,VEH-0106,WH-006,4,FPS-0406,13.907382,75.374055,20.88,45,PLANNED
RT-0000249,MAN-000021,VEH-0106,WH-006,5,FPS-0231,14.13689,75.35281,25.62,56,PLANNED
RT-0000250,MAN-000021,VEH-0106,WH-006,5,FPS-0231,14.13689,75.35281,25.62,56,PLANNED
RT-0000251,MAN-000021,VEH-0106,WH-006,6,FPS-0356,14.054452,75.339605,9.28,20,PLANNED
RT-0000252,MAN-000021,VEH-0106,WH-006,6,FPS-0356,14.054452,75.339605,9.28,20,PLANNED
RT-0000253,MAN-000022,VEH-0056,WH-006,1,FPS-0156,14.046609,75.302262,12.64,27,PLANNED
RT-0000254,MAN-000022,VEH-0056,WH-006,1,FPS-0156,14.046609,75.302262,12.64,27,PLANNED
RT-0000255,MAN-000022,VEH-0056,WH-006,2,FPS-0031,14.003727,75.408361,12.4,27,PLANNED
RT-0000256,MAN-000022,VEH-0056,WH-006,2,FPS-0031,14.003727,75.408361,12.4,27,PLANNED
RT-0000257,MAN-000022,VEH-0056,WH-006,3,FPS-0381,14.085646,75.580703,20.7,45,PLANNED
RT-0000258,MAN-000022,VEH-0056,WH-006,3,FPS-0381,14.085646,75.580703,20.7,45,PLANNED
RT-0000259,MAN-000022,VEH-0056,WH-006,4,FPS-0306,13.832433,75.356242,37.14,81,PLANNED
RT-0000260,MAN-000022,VEH-0056,WH-006,4,FPS-0306,13.832433,75.356242,37.14,81,PLANNED
RT-0000261,MAN-000022,VEH-0056,WH-006,5,FPS-0481,13.943093,75.301993,13.63,29,PLANNED
RT-0000262,MAN-000022,VEH-0056,WH-006,5,FPS-0481,13.943093,75.301993,13.63,29,PLANNED
RT-0000263,MAN-000022,VEH-0056,WH-006,6,FPS-0331,13.937535,75.567429,28.65,63,PLANNED
RT-0000264,MAN-000022,VEH-0056,WH-006,6,FPS-0331,13.937535,75.567429,28.65,63,PLANNED
RT-0000265,MAN-000023,VEH-0006,WH-006,1,FPS-0456,14.093528,75.243401,20.68,45,PLANNED
RT-0000266,MAN-000023,VEH-0006,WH-006,1,FPS-0456,14.093528,75.243401,20.68,45,PLANNED
RT-0000267,MAN-000023,VEH-0006,WH-006,2,FPS-0256,14.174601,75.234126,9.07,19,PLANNED
RT-0000268,MAN-000023,VEH-0006,WH-006,2,FPS-0256,14.174601,75.234126,9.07,19,PLANNED
RT-0000269,MAN-000023,VEH-0006,WH-006,3,FPS-0531,14.072808,75.513227,32.15,70,PLANNED
RT-0000270,MAN-000023,VEH-0006,WH-006,3,FPS-0531,14.072808,75.513227,32.15,70,PLANNED
RT-0000271,MAN-000023,VEH-0006,WH-006,4,FPS-0106,13.894832,75.563596,20.52,45,PLANNED
RT-0000272,MAN-000023,VEH-0006,WH-006,4,FPS-0106,13.894832,75.563596,20.52,45,PLANNED
RT-0000273,MAN-000023,VEH-0006,WH-006,5,FPS-0056,14.16453,75.313848,40.31,88,PLANNED
RT-0000274,MAN-000023,VEH-0006,WH-006,5,FPS-0056,14.16453,75.313848,40.31,88,PLANNED
RT-0000275,MAN-000023,VEH-0006,WH-006,6,FPS-0556,13.92227,75.580968,39.45,86,PLANNED
RT-0000276,MAN-000023,VEH-0006,WH-006,6,FPS-0556,13.92227,75.580968,39.45,86,PLANNED
RT-0000277,MAN-000024,VEH-0031,WH-006,1,FPS-0081,14.110555,75.367652,13.08,28,DRAFT
RT-0000278,MAN-000024,VEH-0031,WH-006,1,FPS-0081,14.110555,75.367652,13.08,28,DRAFT
RT-0000279,MAN-000024,VEH-0031,WH-006,2,FPS-0431,14.022107,75.239731,16.94,37,DRAFT
RT-0000280,MAN-000024,VEH-0031,WH-006,2,FPS-0431,14.022107,75.239731,16.94,37,DRAFT
RT-0000281,MAN-000024,VEH-0031,WH-006,3,FPS-0206,13.920736,75.397149,20.39,44,DRAFT
RT-0000282,MAN-000024,VEH-0031,WH-006,3,FPS-0206,13.920736,75.397149,20.39,44,DRAFT
RT-0000283,MAN-000024,VEH-0031,WH-006,4,FPS-0131,14.136805,75.561537,29.86,65,DRAFT
RT-0000284,MAN-000024,VEH-0031,WH-006,4,FPS-0131,14.136805,75.561537,29.86,65,DRAFT
RT-0000285,MAN-000024,VEH-0031,WH-006,5,FPS-0281,13.897775,75.359071,34.4,75,DRAFT
RT-0000286,MAN-000024,VEH-0031,WH-006,5,FPS-0281,13.897775,75.359071,34.4,75,DRAFT
RT-0000287,MAN-000024,VEH-0031,WH-006,6,FPS-0006,13.862575,75.561869,22.24,48,DRAFT
RT-0000288,MAN-000024,VEH-0031,WH-006,6,FPS-0006,13.862575,75.561869,22.24,48,DRAFT
RT-0000289,MAN-000025,VEH-0132,WH-007,1,FPS-0357,12.593705,77.546943,12.32,27,DRAFT
RT-0000290,MAN-000025,VEH-0132,WH-007,1,FPS-0357,12.593705,77.546943,12.32,27,DRAFT
RT-0000291,MAN-000025,VEH-0132,WH-007,2,FPS-0082,12.54943,77.663588,13.58,29,DRAFT
RT-0000292,MAN-000025,VEH-0132,WH-007,2,FPS-0082,12.54943,77.663588,13.58,29,DRAFT
RT-0000293,MAN-000025,VEH-0132,WH-007,3,FPS-0507,12.741234,77.522262,26.27,57,DRAFT
RT-0000294,MAN-000025,VEH-0132,WH-007,3,FPS-0507,12.741234,77.522262,26.27,57,DRAFT
RT-0000295,MAN-000025,VEH-0132,WH-007,4,FPS-0207,12.864262,77.549871,14.0,30,DRAFT
RT-0000296,MAN-000025,VEH-0132,WH-007,4,FPS-0207,12.864262,77.549871,14.0,30,DRAFT
RT-0000297,MAN-000025,VEH-0132,WH-007,5,FPS-0157,12.737549,77.410039,20.7,45,DRAFT
RT-0000298,MAN-000025,VEH-0132,WH-007,5,FPS-0157,12.737549,77.410039,20.7,45,DRAFT
RT-0000299,MAN-000025,VEH-0132,WH-007,6,FPS-0032,12.548978,77.659959,34.28,75,DRAFT
RT-0000300,MAN-000025,VEH-0132,WH-007,6,FPS-0032,12.548978,77.659959,34.28,75,DRAFT
RT-0000301,MAN-000026,VEH-0032,WH-007,1,FPS-0007,12.690828,77.559077,1.99,4,DRAFT
RT-0000302,MAN-000026,VEH-0032,WH-007,1,FPS-0007,12.690828,77.559077,1.99,4,DRAFT
RT-0000303,MAN-000026,VEH-0032,WH-007,2,FPS-0232,12.798667,77.647201,15.33,33,DRAFT
RT-0000304,MAN-000026,VEH-0032,WH-007,2,FPS-0232,12.798667,77.647201,15.33,33,DRAFT
RT-0000305,MAN-000026,VEH-0032,WH-007,3,FPS-0107,12.564214,77.615477,26.3,57,DRAFT
RT-0000306,MAN-000026,VEH-0032,WH-007,3,FPS-0107,12.564214,77.615477,26.3,57,DRAFT
RT-0000307,MAN-000026,VEH-0032,WH-007,4,FPS-0282,12.616425,77.423646,21.61,47,DRAFT
RT-0000308,MAN-000026,VEH-0032,WH-007,4,FPS-0282,12.616425,77.423646,21.61,47,DRAFT
RT-0000309,MAN-000026,VEH-0032,WH-007,5,FPS-0182,12.671775,77.51403,11.58,25,DRAFT
RT-0000310,MAN-000026,VEH-0032,WH-007,5,FPS-0182,12.671775,77.51403,11.58,25,DRAFT
RT-0000311,MAN-000026,VEH-0032,WH-007,6,FPS-0457,12.857697,77.563575,21.36,46,DRAFT
RT-0000312,MAN-000026,VEH-0032,WH-007,6,FPS-0457,12.857697,77.563575,21.36,46,DRAFT
RT-0000313,MAN-000027,VEH-0007,WH-007,1,FPS-0532,12.875429,77.496092,19.79,43,PLANNED
RT-0000314,MAN-000027,VEH-0007,WH-007,1,FPS-0532,12.875429,77.496092,19.79,43,PLANNED
RT-0000315,MAN-000027,VEH-0007,WH-007,2,FPS-0332,12.677135,77.482634,22.1,48,PLANNED
RT-0000316,MAN-000027,VEH-0007,WH-007,2,FPS-0332,12.677135,77.482634,22.1,48,PLANNED
RT-0000317,MAN-000027,VEH-0007,WH-007,3,FPS-0257,12.647093,77.542682,7.32,16,PLANNED
RT-0000318,MAN-000027,VEH-0007,WH-007,3,FPS-0257,12.647093,77.542682,7.32,16,PLANNED
RT-0000319,MAN-000027,VEH-0007,WH-007,4,FPS-0382,12.620885,77.419314,13.7,30,PLANNED
RT-0000320,MAN-000027,VEH-0007,WH-007,4,FPS-0382,12.620885,77.419314,13.7,30,PLANNED
RT-0000321,MAN-000027,VEH-0007,WH-007,5,FPS-0482,12.822367,77.606856,30.26,66,PLANNED
RT-0000322,MAN-000027,VEH-0007,WH-007,5,FPS-0482,12.822367,77.606856,30.26,66,PLANNED
RT-0000323,MAN-000027,VEH-0007,WH-007,6,FPS-0557,12.651002,77.508772,21.82,48,PLANNED
RT-0000324,MAN-000027,VEH-0007,WH-007,6,FPS-0557,12.651002,77.508772,21.82,48,PLANNED
RT-0000325,MAN-000028,VEH-0082,WH-007,1,FPS-0582,12.706248,77.696131,16.15,35,DRAFT
RT-0000326,MAN-000028,VEH-0082,WH-007,1,FPS-0582,12.706248,77.696131,16.15,35,DRAFT
RT-0000327,MAN-000028,VEH-0082,WH-007,2,FPS-0407,12.82496,77.528355,22.48,49,DRAFT
RT-0000328,MAN-000028,VEH-0082,WH-007,2,FPS-0407,12.82496,77.528355,22.48,49,DRAFT
RT-0000329,MAN-000028,VEH-0082,WH-007,3,FPS-0132,12.568844,77.686868,33.27,73,DRAFT
RT-0000330,MAN-000028,VEH-0082,WH-007,3,FPS-0132,12.568844,77.686868,33.27,73,DRAFT
RT-0000331,MAN-000028,VEH-0082,WH-007,4,FPS-0432,12.671301,77.379341,35.26,77,DRAFT
RT-0000332,MAN-000028,VEH-0082,WH-007,4,FPS-0432,12.671301,77.379341,35.26,77,DRAFT
RT-0000333,MAN-000028,VEH-0082,WH-007,5,FPS-0057,12.69967,77.492279,12.65,27,DRAFT
RT-0000334,MAN-000028,VEH-0082,WH-007,5,FPS-0057,12.69967,77.492279,12.65,27,DRAFT
RT-0000335,MAN-000028,VEH-0082,WH-007,6,FPS-0307,12.641995,77.39418,12.43,27,DRAFT
RT-0000336,MAN-000028,VEH-0082,WH-007,6,FPS-0307,12.641995,77.39418,12.43,27,DRAFT
RT-0000337,MAN-000029,VEH-0108,WH-008,1,FPS-0083,12.711831,76.255158,20.68,45,DRAFT
RT-0000338,MAN-000029,VEH-0108,WH-008,1,FPS-0083,12.711831,76.255158,20.68,45,DRAFT
RT-0000339,MAN-000029,VEH-0108,WH-008,2,FPS-0133,12.634061,76.340051,12.63,27,DRAFT
RT-0000340,MAN-000029,VEH-0108,WH-008,2,FPS-0133,12.634061,76.340051,12.63,27,DRAFT
RT-0000341,MAN-000029,VEH-0108,WH-008,3,FPS-0108,12.726473,76.287449,11.75,25,DRAFT
RT-0000342,MAN-000029,VEH-0108,WH-008,3,FPS-0108,12.726473,76.287449,11.75,25,DRAFT
RT-0000343,MAN-000029,VEH-0108,WH-008,4,FPS-0458,12.479288,76.314886,27.65,60,DRAFT
RT-0000344,MAN-000029,VEH-0108,WH-008,4,FPS-0458,12.479288,76.314886,27.65,60,DRAFT
RT-0000345,MAN-000029,VEH-0108,WH-008,5,FPS-0383,12.73888,76.27292,29.22,64,DRAFT
RT-0000346,MAN-000029,VEH-0108,WH-008,5,FPS-0383,12.73888,76.27292,29.22,64,DRAFT
RT-0000347,MAN-000029,VEH-0108,WH-008,6,FPS-0183,12.510652,76.486078,34.34,75,DRAFT
RT-0000348,MAN-000029,VEH-0108,WH-008,6,FPS-0183,12.510652,76.486078,34.34,75,DRAFT
RT-0000349,MAN-000030,VEH-0108,WH-008,1,FPS-0008,12.528687,76.325398,11.11,24,DRAFT
RT-0000350,MAN-000030,VEH-0108,WH-008,1,FPS-0008,12.528687,76.325398,11.11,24,DRAFT
RT-0000351,MAN-000030,VEH-0108,WH-008,2,FPS-0058,12.614965,76.569057,28.13,61,DRAFT
RT-0000352,MAN-000030,VEH-0108,WH-008,2,FPS-0058,12.614965,76.569057,28.13,61,DRAFT
RT-0000353,MAN-000030,VEH-0108,WH-008,3,FPS-0558,12.503736,76.303868,31.33,68,DRAFT
RT-0000354,MAN-000030,VEH-0108,WH-008,3,FPS-0558,12.503736,76.303868,31.33,68,DRAFT
RT-0000355,MAN-000030,VEH-0108,WH-008,4,FPS-0433,12.414658,76.411854,15.35,33,DRAFT
RT-0000356,MAN-000030,VEH-0108,WH-008,4,FPS-0433,12.414658,76.411854,15.35,33,DRAFT
RT-0000357,MAN-000030,VEH-0108,WH-008,5,FPS-0508,12.735829,76.433225,35.79,78,DRAFT
RT-0000358,MAN-000030,VEH-0108,WH-008,5,FPS-0508,12.735829,76.433225,35.79,78,DRAFT
RT-0000359,MAN-000030,VEH-0108,WH-008,6,FPS-0308,12.645112,76.435847,10.09,22,DRAFT
RT-0000360,MAN-000030,VEH-0108,WH-008,6,FPS-0308,12.645112,76.435847,10.09,22,DRAFT
RT-0000361,MAN-000031,VEH-0008,WH-008,1,FPS-0483,12.680854,76.256923,18.52,40,PLANNED
RT-0000362,MAN-000031,VEH-0008,WH-008,1,FPS-0483,12.680854,76.256923,18.52,40,PLANNED
RT-0000363,MAN-000031,VEH-0008,WH-008,2,FPS-0333,12.422852,76.234514,28.79,63,PLANNED
RT-0000364,MAN-000031,VEH-0008,WH-008,2,FPS-0333,12.422852,76.234514,28.79,63,PLANNED
RT-0000365,MAN-000031,VEH-0008,WH-008,3,FPS-0283,12.436089,76.45042,23.49,51,PLANNED
RT-0000366,MAN-000031,VEH-0008,WH-008,3,FPS-0283,12.436089,76.45042,23.49,51,PLANNED
RT-0000367,MAN-000031,VEH-0008,WH-008,4,FPS-0033,12.685042,76.509636,28.42,62,PLANNED
RT-0000368,MAN-000031,VEH-0008,WH-008,4,FPS-0033,12.685042,76.509636,28.42,62,PLANNED
RT-0000369,MAN-000031,VEH-0008,WH-008,5,FPS-0408,12.662189,76.422791,9.76,21,PLANNED
RT-0000370,MAN-000031,VEH-0008,WH-008,5,FPS-0408,12.662189,76.422791,9.76,21,PLANNED
RT-0000371,MAN-000031,VEH-0008,WH-008,6,FPS-0208,12.680703,76.371436,5.94,13,PLANNED
RT-0000372,MAN-000031,VEH-0008,WH-008,6,FPS-0208,12.680703,76.371436,5.94,13,PLANNED
RT-0000373,MAN-000032,VEH-0133,WH-008,1,FPS-0258,12.414278,76.312101,22.29,49,PLANNED
RT-0000374,MAN-000032,VEH-0133,WH-008,1,FPS-0258,12.414278,76.312101,22.29,49,PLANNED
RT-0000375,MAN-000032,VEH-0133,WH-008,2,FPS-0233,12.73793,76.386742,36.89,81,PLANNED
RT-0000376,MAN-000032,VEH-0133,WH-008,2,FPS-0233,12.73793,76.386742,36.89,81,PLANNED
RT-0000377,MAN-000032,VEH-0133,WH-008,3,FPS-0533,12.739784,76.340394,5.03,11,PLANNED
RT-0000378,MAN-000032,VEH-0133,WH-008,3,FPS-0533,12.739784,76.340394,5.03,11,PLANNED
RT-0000379,MAN-000032,VEH-0133,WH-008,4,FPS-0358,12.720039,76.248289,10.23,22,PLANNED
RT-0000380,MAN-000032,VEH-0133,WH-008,4,FPS-0358,12.720039,76.248289,10.23,22,PLANNED
RT-0000381,MAN-000032,VEH-0133,WH-008,5,FPS-0583,12.513328,76.264959,23.06,50,PLANNED
RT-0000382,MAN-000032,VEH-0133,WH-008,5,FPS-0583,12.513328,76.264959,23.06,50,PLANNED
RT-0000383,MAN-000032,VEH-0133,WH-008,6,FPS-0158,12.725324,76.519225,36.29,79,PLANNED
RT-0000384,MAN-000032,VEH-0133,WH-008,6,FPS-0158,12.725324,76.519225,36.29,79,PLANNED
RT-0000385,MAN-000033,VEH-0034,WH-009,1,FPS-0334,13.401981,77.086188,22.7,49,PLANNED
RT-0000386,MAN-000033,VEH-0034,WH-009,1,FPS-0334,13.401981,77.086188,22.7,49,PLANNED
RT-0000387,MAN-000033,VEH-0034,WH-009,2,FPS-0534,13.435971,76.929619,17.35,38,PLANNED
RT-0000388,MAN-000033,VEH-0034,WH-009,2,FPS-0534,13.435971,76.929619,17.35,38,PLANNED
RT-0000389,MAN-000033,VEH-0034,WH-009,3,FPS-0109,13.694531,76.812886,31.4,69,PLANNED
RT-0000390,MAN-000033,VEH-0034,WH-009,3,FPS-0109,13.694531,76.812886,31.4,69,PLANNED
RT-0000391,MAN-000033,VEH-0034,WH-009,4,FPS-0434,13.625488,77.009753,22.61,49,PLANNED
RT-0000392,MAN-000033,VEH-0034,WH-009,4,FPS-0434,13.625488,77.009753,22.61,49,PLANNED
RT-0000393,MAN-000033,VEH-0034,WH-009,5,FPS-0259,13.598217,77.155492,16.04,35,PLANNED
RT-0000394,MAN-000033,VEH-0034,WH-009,5,FPS-0259,13.598217,77.155492,16.04,35,PLANNED
RT-0000395,MAN-000033,VEH-0034,WH-009,6,FPS-0309,13.584892,77.138357,2.37,5,PLANNED
RT-0000396,MAN-000033,VEH-0034,WH-009,6,FPS-0309,13.584892,77.138357,2.37,5,PLANNED
RT-0000397,MAN-000034,VEH-0109,WH-009,1,FPS-0484,13.485008,77.045199,12.55,27,DRAFT
RT-0000398,MAN-000034,VEH-0109,WH-009,1,FPS-0484,13.485008,77.045199,12.55,27,DRAFT
RT-0000399,MAN-000034,VEH-0109,WH-009,2,FPS-0234,13.454356,76.841807,22.26,48,DRAFT
RT-0000400,MAN-000034,VEH-0109,WH-009,2,FPS-0234,13.454356,76.841807,22.26,48,DRAFT
RT-0000401,MAN-000034,VEH-0109,WH-009,3,FPS-0184,13.466907,76.863041,2.69,5,DRAFT
RT-0000402,MAN-000034,VEH-0109,WH-009,3,FPS-0184,13.466907,76.863041,2.69,5,DRAFT
RT-0000403,MAN-000034,VEH-0109,WH-009,4,FPS-0159,13.593234,76.830739,14.47,31,DRAFT
RT-0000404,MAN-000034,VEH-0109,WH-009,4,FPS-0159,13.593234,76.830739,14.47,31,DRAFT
RT-0000405,MAN-000034,VEH-0109,WH-009,5,FPS-0034,13.700795,77.101495,31.61,69,DRAFT
RT-0000406,MAN-000034,VEH-0109,WH-009,5,FPS-0034,13.700795,77.101495,31.61,69,DRAFT
RT-0000407,MAN-000034,VEH-0109,WH-009,6,FPS-0009,13.39894,77.095383,33.57,73,DRAFT
RT-0000408,MAN-000034,VEH-0109,WH-009,6,FPS-0009,13.39894,77.095383,33.57,73,DRAFT
RT-0000409,MAN-000035,VEH-0009,WH-009,1,FPS-0134,13.415691,76.896398,19.87,43,DRAFT
RT-0000410,MAN-000035,VEH-0009,WH-009,1,FPS-0134,13.415691,76.896398,19.87,43,DRAFT
RT-0000411,MAN-000035,VEH-0009,WH-009,2,FPS-0409,13.60208,76.964536,22.0,48,DRAFT
RT-0000412,MAN-000035,VEH-0009,WH-009,2,FPS-0409,13.60208,76.964536,22.0,48,DRAFT
RT-0000413,MAN-000035,VEH-0009,WH-009,3,FPS-0359,13.726549,77.062156,17.4,38,DRAFT
RT-0000414,MAN-000035,VEH-0009,WH-009,3,FPS-0359,13.726549,77.062156,17.4,38,DRAFT
RT-0000415,MAN-000035,VEH-0009,WH-009,4,FPS-0584,13.701371,77.062416,2.8,6,DRAFT
RT-0000416,MAN-000035,VEH-0009,WH-009,4,FPS-0584,13.701371,77.062416,2.8,6,DRAFT
RT-0000417,MAN-000035,VEH-0009,WH-009,5,FPS-0559,13.642429,76.893498,19.39,42,DRAFT
RT-0000418,MAN-000035,VEH-0009,WH-009,5,FPS-0559,13.642429,76.893498,19.39,42,DRAFT
RT-0000419,MAN-000035,VEH-0009,WH-009,6,FPS-0084,13.679691,77.040588,16.42,36,DRAFT
RT-0000420,MAN-000035,VEH-0009,WH-009,6,FPS-0084,13.679691,77.040588,16.42,36,DRAFT
RT-0000421,MAN-000036,VEH-0009,WH-009,1,FPS-0509,13.544975,77.100703,13.82,30,PLANNED
RT-0000422,MAN-000036,VEH-0009,WH-009,1,FPS-0509,13.544975,77.100703,13.82,30,PLANNED
RT-0000423,MAN-000036,VEH-0009,WH-009,2,FPS-0209,13.452591,76.799717,34.13,75,PLANNED
RT-0000424,MAN-000036,VEH-0009,WH-009,2,FPS-0209,13.452591,76.799717,34.13,75,PLANNED
RT-0000425,MAN-000036,VEH-0009,WH-009,3,FPS-0059,13.694955,77.015696,35.65,78,PLANNED
RT-0000426,MAN-000036,VEH-0009,WH-009,3,FPS-0059,13.694955,77.015696,35.65,78,PLANNED
RT-0000427,MAN-000036,VEH-0009,WH-009,4,FPS-0384,13.594804,76.977254,11.89,26,PLANNED
RT-0000428,MAN-000036,VEH-0009,WH-009,4,FPS-0384,13.594804,76.977254,11.89,26,PLANNED
RT-0000429,MAN-000036,VEH-0009,WH-009,5,FPS-0459,13.447931,76.8102,24.35,53,PLANNED
RT-0000430,MAN-000036,VEH-0009,WH-009,5,FPS-0459,13.447931,76.8102,24.35,53,PLANNED
RT-0000431,MAN-000036,VEH-0009,WH-009,6,FPS-0284,13.620718,77.149358,41.39,91,PLANNED
RT-0000432,MAN-000036,VEH-0009,WH-009,6,FPS-0284,13.620718,77.149358,41.39,91,PLANNED
RT-0000433,MAN-000037,VEH-0010,WH-010,1,FPS-0035,12.680423,77.110194,16.15,35,PLANNED
RT-0000434,MAN-000037,VEH-0010,WH-010,1,FPS-0035,12.680423,77.110194,16.15,35,PLANNED
RT-0000435,MAN-000037,VEH-0010,WH-010,2,FPS-0460,12.862764,77.15481,20.84,45,PLANNED
RT-0000436,MAN-000037,VEH-0010,WH-010,2,FPS-0460,12.862764,77.15481,20.84,45,PLANNED
RT-0000437,MAN-000037,VEH-0010,WH-010,3,FPS-0510,12.954649,77.024402,17.44,38,PLANNED
RT-0000438,MAN-000037,VEH-0010,WH-010,3,FPS-0510,12.954649,77.024402,17.44,38,PLANNED
RT-0000439,MAN-000037,VEH-0010,WH-010,4,FPS-0235,12.682882,77.152382,33.25,73,PLANNED
RT-0000440,MAN-000037,VEH-0010,WH-010,4,FPS-0235,12.682882,77.152382,33.25,73,PLANNED
RT-0000441,MAN-000037,VEH-0010,WH-010,5,FPS-0385,12.877474,76.992307,27.74,61,PLANNED
RT-0000442,MAN-000037,VEH-0010,WH-010,5,FPS-0385,12.877474,76.992307,27.74,61,PLANNED
RT-0000443,MAN-000037,VEH-0010,WH-010,6,FPS-0110,12.882114,76.944876,5.17,11,PLANNED
RT-0000444,MAN-000037,VEH-0010,WH-010,6,FPS-0110,12.882114,76.944876,5.17,11,PLANNED
RT-0000445,MAN-000038,VEH-0085,WH-010,1,FPS-0260,12.946822,77.20041,19.76,43,DRAFT
RT-0000446,MAN-000038,VEH-0085,WH-010,1,FPS-0260,12.946822,77.20041,19.76,43,DRAFT
RT-0000447,MAN-000038,VEH-0085,WH-010,2,FPS-0010,12.882361,76.981326,24.8,54,DRAFT
RT-0000448,MAN-000038,VEH-0085,WH-010,2,FPS-0010,12.882361,76.981326,24.8,54,DRAFT
RT-0000449,MAN-000038,VEH-0085,WH-010,3,FPS-0210,12.663145,77.207424,34.57,76,DRAFT
RT-0000450,MAN-000038,VEH-0085,WH-010,3,FPS-0210,12.663145,77.207424,34.57,76,DRAFT
RT-0000451,MAN-000038,VEH-0085,WH-010,4,FPS-0085,12.648322,77.076549,14.29,31,DRAFT
RT-0000452,MAN-000038,VEH-0085,WH-010,4,FPS-0085,12.648322,77.076549,14.29,31,DRAFT
RT-0000453,MAN-000038,VEH-0085,WH-010,5,FPS-0310,12.778817,77.00048,16.69,36,DRAFT
RT-0000454,MAN-000038,VEH-0085,WH-010,5,FPS-0310,12.778817,77.00048,16.69,36,DRAFT
RT-0000455,MAN-000038,VEH-0085,WH-010,6,FPS-0485,12.988504,77.030946,23.55,51,DRAFT
RT-0000456,MAN-000038,VEH-0085,WH-010,6,FPS-0485,12.988504,77.030946,23.55,51,DRAFT
RT-0000457,MAN-000039,VEH-0085,WH-010,1,FPS-0060,13.000102,77.221362,25.69,56,DRAFT
RT-0000458,MAN-000039,VEH-0085,WH-010,1,FPS-0060,13.000102,77.221362,25.69,56,DRAFT
RT-0000459,MAN-000039,VEH-0085,WH-010,2,FPS-0585,12.768443,77.194862,25.92,57,DRAFT
RT-0000460,MAN-000039,VEH-0085,WH-010,2,FPS-0585,12.768443,77.194862,25.92,57,DRAFT
RT-0000461,MAN-000039,VEH-0085,WH-010,3,FPS-0410,12.704992,76.90065,32.68,71,DRAFT
RT-0000462,MAN-000039,VEH-0085,WH-010,3,FPS-0410,12.704992,76.90065,32.68,71,DRAFT
RT-0000463,MAN-000039,VEH-0085,WH-010,4,FPS-0285,12.922832,77.055414,29.47,64,DRAFT
RT-0000464,MAN-000039,VEH-0085,WH-010,4,FPS-0285,12.922832,77.055414,29.47,64,DRAFT
RT-0000465,MAN-000039,VEH-0085,WH-010,5,FPS-0135,12.779285,77.042022,16.03,35,DRAFT
RT-0000466,MAN-000039,VEH-0085,WH-010,5,FPS-0135,12.779285,77.042022,16.03,35,DRAFT
RT-0000467,MAN-000039,VEH-0085,WH-010,6,FPS-0160,12.72001,77.00597,7.66,16,DRAFT
RT-0000468,MAN-000039,VEH-0085,WH-010,6,FPS-0160,12.72001,77.00597,7.66,16,DRAFT
RT-0000469,MAN-000040,VEH-0060,WH-010,1,FPS-0335,12.781168,77.166424,11.16,24,DRAFT
RT-0000470,MAN-000040,VEH-0060,WH-010,1,FPS-0335,12.781168,77.166424,11.16,24,DRAFT
RT-0000471,MAN-000040,VEH-0060,WH-010,2,FPS-0560,12.893788,76.938376,27.71,60,DRAFT
RT-0000472,MAN-000040,VEH-0060,WH-010,2,FPS-0560,12.893788,76.938376,27.71,60,DRAFT
RT-0000473,MAN-000040,VEH-0060,WH-010,3,FPS-0185,12.984543,77.183515,28.42,62,DRAFT
RT-0000474,MAN-000040,VEH-0060,WH-010,3,FPS-0185,12.984543,77.183515,28.42,62,DRAFT
RT-0000475,MAN-000040,VEH-0060,WH-010,4,FPS-0360,12.858455,76.978743,26.25,57,DRAFT
RT-0000476,MAN-000040,VEH-0060,WH-010,4,FPS-0360,12.858455,76.978743,26.25,57,DRAFT
RT-0000477,MAN-000040,VEH-0060,WH-010,5,FPS-0535,12.87203,77.119267,15.31,33,DRAFT
RT-0000478,MAN-000040,VEH-0060,WH-010,5,FPS-0535,12.87203,77.119267,15.31,33,DRAFT
RT-0000479,MAN-000040,VEH-0060,WH-010,6,FPS-0435,12.839531,76.971735,16.4,36,DRAFT
RT-0000480,MAN-000040,VEH-0060,WH-010,6,FPS-0435,12.839531,76.971735,16.4,36,DRAFT
RT-0000481,MAN-000041,VEH-0111,WH-011,1,FPS-0011,12.869214,76.296243,18.7,41,DRAFT
RT-0000482,MAN-000041,VEH-0111,WH-011,1,FPS-0011,12.869214,76.296243,18.7,41,DRAFT
RT-0000483,MAN-000041,VEH-0111,WH-011,2,FPS-0261,12.790295,76.216493,12.32,27,DRAFT
RT-0000484,MAN-000041,VEH-0111,WH-011,2,FPS-0261,12.790295,76.216493,12.32,27,DRAFT
RT-0000485,MAN-000041,VEH-0111,WH-011,3,FPS-0511,12.663496,76.298598,16.68,36,DRAFT
RT-0000486,MAN-000041,VEH-0111,WH-011,3,FPS-0511,12.663496,76.298598,16.68,36,DRAFT
RT-0000487,MAN-000041,VEH-0111,WH-011,4,FPS-0386,12.926892,76.155199,33.16,72,DRAFT
