intent_id,beneficiary_id,fps_id,cycle,rice_quantity_kg,wheat_quantity_kg,total_quantity_kg,collection_mode,submitted_at,status
INT-0000222,BEN-004183,FPS-0522,2026-01,12,7,19,SELF,2026-01-05T12:34:00,SUBMITTED
INT-0000223,BEN-003041,FPS-0392,2026-01,16,10,26,AUTHORIZED_PERSON,2026-01-19T10:04:00,SUBMITTED
INT-0000224,BEN-001868,FPS-0449,2026-01,2,1,3,SELF,2026-01-10T14:20:00,SUBMITTED
INT-0000225,BEN-001691,FPS-0023,2026-01,10,8,18,AUTHORIZED_PERSON,2026-01-13T12:56:00,SUBMITTED
INT-0000226,BEN-003133,FPS-0494,2026-01,6,4,10,AUTHORIZED_PERSON,2026-01-18T17:56:00,SUBMITTED
INT-0000227,BEN-004706,FPS-0117,2026-01,6,4,10,SELF,2026-01-07T09:23:00,SUBMITTED
INT-0000228,BEN-005783,FPS-0152,2026-01,6,4,10,SELF,2026-01-13T14:18:00,SUBMITTED
INT-0000229,BEN-006368,FPS-0520,2026-01,7,4,11,SELF,2026-01-10T15:32:00,SUBMITTED
INT-0000230,BEN-005926,FPS-0524,2026-01,6,4,10,SELF,2026-01-16T14:27:00,SUBMITTED
INT-0000231,BEN-008213,FPS-0076,2026-01,18,12,30,SELF,2026-01-12T11:00:00,SUBMITTED
INT-0000232,BEN-009948,FPS-0205,2026-01,12,10,22,SELF,2026-01-14T19:42:00,SUBMITTED
INT-0000233,BEN-008256,FPS-0275,2026-01,8,5,13,SELF,2026-01-17T14:12:00,SUBMITTED
INT-0000234,BEN-006148,FPS-0360,2026-01,3,2,5,SELF,2026-01-20T13:06:00,SUBMITTED
INT-0000235,BEN-000936,FPS-0135,2026-01,9,6,15,SELF,2026-01-09T11:28:00,SUBMITTED
INT-0000236,BEN-008665,FPS-0392,2026-01,9,8,17,SELF,2026-01-12T14:55:00,SUBMITTED
INT-0000237,BEN-000570,FPS-0024,2026-01,5,4,9,SELF,2026-01-20T18:58:00,SUBMITTED
INT-0000238,BEN-002928,FPS-0430,2026-01,22,13,35,SELF,2026-01-19T18:56:00,SUBMITTED
INT-0000239,BEN-006878,FPS-0508,2026-01,6,4,10,AUTHORIZED_PERSON,2026-01-07T14:23:00,SUBMITTED
INT-0000240,BEN-000462,FPS-0411,2026-01,5,3,8,SELF,2026-01-12T14:23:00,SUBMITTED
INT-0000241,BEN-004599,FPS-0431,2026-01,7,4,11,SELF,2026-01-13T09:58:00,SUBMITTED
INT-0000242,BEN-003468,FPS-0530,2026-01,16,11,27,AUTHORIZED_PERSON,2026-01-09T15:08:00,SUBMITTED
INT-0000243,BEN-002915,FPS-0194,2026-01,18,10,28,SELF,2026-01-14T17:45:00,SUBMITTED
INT-0000244,BEN-002322,FPS-0443,2026-01,2,1,3,AUTHORIZED_PERSON,2026-01-12T18:24:00,SUBMITTED
INT-0000245,BEN-007900,FPS-0333,2026-01,5,4,9,AUTHORIZED_PERSON,2026-01-09T18:33:00,SUBMITTED
INT-0000246,BEN-003675,FPS-0196,2026-01,3,2,5,SELF,2026-01-10T12:15:00,CANCELLED
INT-0000247,BEN-002439,FPS-0502,2026-01,11,7,18,AUTHORIZED_PERSON,2026-01-15T10:15:00,SUBMITTED
INT-0000248,BEN-000316,FPS-0148,2026-01,6,4,10,AUTHORIZED_PERSON,2026-01-07T18:24:00,SUBMITTED
INT-0000249,BEN-000885,FPS-0186,2026-01,11,8,19,AUTHORIZED_PERSON,2026-01-19T19:15:00,SUBMITTED
INT-0000250,BEN-002460,FPS-0173,2026-01,9,6,15,SELF,2026-01-17T15:08:00,SUBMITTED
INT-0000251,BEN-008543,FPS-0557,2026-01,19,12,31,AUTHORIZED_PERSON,2026-01-11T18:19:00,SUBMITTED
INT-0000252,BEN-004540,FPS-0186,2026-01,10,8,18,AUTHORIZED_PERSON,2026-01-05T09:13:00,SUBMITTED
INT-0000253,BEN-005210,FPS-0587,2026-01,12,8,20,SELF,2026-01-18T08:36:00,SUBMITTED
INT-0000254,BEN-002723,FPS-0150,2026-01,22,13,35,SELF,2026-01-20T09:20:00,CANCELLED
INT-0000255,BEN-002933,FPS-0187,2026-01,16,9,25,AUTHORIZED_PERSON,2026-01-15T17:12:00,SUBMITTED
INT-0000256,BEN-006237,FPS-0346,2026-01,10,7,17,SELF,2026-01-05T15:29:00,SUBMITTED
INT-0000257,BEN-006903,FPS-0098,2026-01,11,8,19,AUTHORIZED_PERSON,2026-01-15T09:47:00,SUBMITTED
INT-0000258,BEN-007449,FPS-0379,2026-01,9,6,15,SELF,2026-01-12T10:10:00,SUBMITTED
INT-0000259,BEN-004387,FPS-0059,2026-01,9,6,15,SELF,2026-01-18T08:37:00,SUBMITTED
INT-0000260,BEN-004480,FPS-0438,2026-01,2,1,3,AUTHORIZED_PERSON,2026-01-05T18:07:00,SUBMITTED
INT-0000261,BEN-004880,FPS-0022,2026-01,12,8,20,AUTHORIZED_PERSON,2026-01-07T16:23:00,SUBMITTED
INT-0000262,BEN-004423,FPS-0365,2026-01,8,6,14,SELF,2026-01-08T09:34:00,SUBMITTED
INT-0000263,BEN-008300,FPS-0141,2026-01,2,1,3,SELF,2026-01-14T18:10:00,SUBMITTED
INT-0000264,BEN-002135,FPS-0318,2026-01,11,7,18,SELF,2026-01-13T18:18:00,SUBMITTED
INT-0000265,BEN-000359,FPS-0275,2026-01,7,4,11,SELF,2026-01-11T14:01:00,SUBMITTED
INT-0000266,BEN-004567,FPS-0463,2026-01,14,11,25,AUTHORIZED_PERSON,2026-01-09T08:56:00,SUBMITTED
INT-0000267,BEN-002868,FPS-0582,2026-01,8,6,14,AUTHORIZED_PERSON,2026-01-11T18:12:00,SUBMITTED
INT-0000268,BEN-008840,FPS-0263,2026-01,9,6,15,AUTHORIZED_PERSON,2026-01-18T17:29:00,SUBMITTED
INT-0000269,BEN-008737,FPS-0103,2026-01,5,5,10,AUTHORIZED_PERSON,2026-01-06T16:32:00,SUBMITTED
INT-0000270,BEN-001461,FPS-0272,2026-01,13,9,22,AUTHORIZED_PERSON,2026-01-09T10:48:00,SUBMITTED
INT-0000271,BEN-009899,FPS-0314,2026-01,21,14,35,SELF,2026-01-05T17:34:00,SUBMITTED
INT-0000272,BEN-009164,FPS-0003,2026-01,15,10,25,AUTHORIZED_PERSON,2026-01-12T14:47:00,SUBMITTED
INT-0000273,BEN-002114,FPS-0397,2026-01,21,14,35,AUTHORIZED_PERSON,2026-01-06T16:29:00,SUBMITTED
INT-0000274,BEN-007152,FPS-0355,2026-01,14,9,23,SELF,2026-01-14T09:14:00,SUBMITTED
INT-0000275,BEN-006269,FPS-0094,2026-01,18,12,30,AUTHORIZED_PERSON,2026-01-19T08:46:00,SUBMITTED
INT-0000276,BEN-008619,FPS-0013,2026-01,17,10,27,AUTHORIZED_PERSON,2026-01-16T15:44:00,SUBMITTED
INT-0000277,BEN-002090,FPS-0254,2026-01,9,6,15,SELF,2026-01-15T13:58:00,SUBMITTED
INT-0000278,BEN-005667,FPS-0211,2026-01,2,2,4,SELF,2026-01-07T10:28:00,SUBMITTED
INT-0000279,BEN-002011,FPS-0520,2026-01,8,7,15,AUTHORIZED_PERSON,2026-01-16T14:24:00,SUBMITTED
INT-0000280,BEN-004947,FPS-0508,2026-01,3,2,5,AUTHORIZED_PERSON,2026-01-05T17:19:00,SUBMITTED
INT-0000281,BEN-005782,FPS-0441,2026-01,14,11,25,SELF,2026-01-06T15:22:00,SUBMITTED
INT-0000282,BEN-007209,FPS-0242,2026-01,16,9,25,AUTHORIZED_PERSON,2026-01-20T09:24:00,SUBMITTED
INT-0000283,BEN-003092,FPS-0435,2026-01,10,8,18,AUTHORIZED_PERSON,2026-01-05T10:47:00,SUBMITTED
INT-0000284,BEN-002660,FPS-0466,2026-01,2,1,3,AUTHORIZED_PERSON,2026-01-13T08:25:00,SUBMITTED
INT-0000285,BEN-004382,FPS-0590,2026-01,20,15,35,SELF,2026-01-08T18:09:00,SUBMITTED
INT-0000286,BEN-009535,FPS-0588,2026-01,5,4,9,SELF,2026-01-13T08:58:00,SUBMITTED
INT-0000287,BEN-000175,FPS-0400,2026-01,5,3,8,SELF,2026-01-19T18:28:00,SUBMITTED
INT-0000288,BEN-008210,FPS-0321,2026-01,19,11,30,AUTHORIZED_PERSON,2026-01-20T11:57:00,SUBMITTED
INT-0000289,BEN-009548,FPS-0477,2026-01,7,4,11,AUTHORIZED_PERSON,2026-01-14T14:05:00,SUBMITTED
INT-0000290,BEN-002150,FPS-0050,2026-01,22,13,35,AUTHORIZED_PERSON,2026-01-06T13:23:00,SUBMITTED
INT-0000291,BEN-004987,FPS-0353,2026-01,5,3,8,SELF,2026-01-19T19:51:00,SUBMITTED
INT-0000292,BEN-000257,FPS-0256,2026-01,2,1,3,SELF,2026-01-05T12:08:00,SUBMITTED
INT-0000293,BEN-000706,FPS-0079,2026-01,15,10,25,SELF,2026-01-09T13:33:00,SUBMITTED
INT-0000294,BEN-006507,FPS-0433,2026-01,14,11,25,AUTHORIZED_PERSON,2026-01-17T18:04:00,SUBMITTED
INT-0000295,BEN-001048,FPS-0187,2026-01,11,9,20,SELF,2026-01-08T13:47:00,SUBMITTED
INT-0000296,BEN-002369,FPS-0339,2026-01,12,8,20,SELF,2026-01-14T13:41:00,SUBMITTED
INT-0000297,BEN-005911,FPS-0043,2026-01,9,6,15,AUTHORIZED_PERSON,2026-01-13T14:58:00,SUBMITTED
INT-0000298,BEN-008872,FPS-0190,2026-01,13,7,20,AUTHORIZED_PERSON,2026-01-06T08:32:00,SUBMITTED
INT-0000299,BEN-007884,FPS-0124,2026-01,6,4,10,SELF,2026-01-06T11:05:00,SUBMITTED
INT-0000300,BEN-007413,FPS-0282,2026-01,12,7,19,SELF,2026-01-19T08:53:00,CANCELLED
INT-0000301,BEN-005858,FPS-0441,2026-01,2,1,3,SELF,2026-01-16T11:13:00,SUBMITTED
INT-0000302,BEN-006629,FPS-0105,2026-01,14,10,24,AUTHORIZED_PERSON,2026-01-14T14:50:00,SUBMITTED
INT-0000303,BEN-005980,FPS-0386,2026-01,2,2,4,SELF,2026-01-17T19:04:00,SUBMITTED
INT-0000304,BEN-007491,FPS-0591,2026-01,10,9,19,AUTHORIZED_PERSON,2026-01-19T18:44:00,SUBMITTED
INT-0000305,BEN-002686,FPS-0133,2026-01,8,5,13,AUTHORIZED_PERSON,2026-01-17T18:14:00,SUBMITTED
INT-0000306,BEN-000466,FPS-0176,2026-01,4,3,7,SELF,2026-01-08T08:05:00,SUBMITTED
INT-0000307,BEN-001509,FPS-0448,2026-01,9,6,15,SELF,2026-01-06T11:57:00,SUBMITTED
INT-0000308,BEN-005259,FPS-0459,2026-01,6,4,10,SELF,2026-01-17T17:54:00,SUBMITTED
INT-0000309,BEN-007697,FPS-0351,2026-01,6,4,10,SELF,2026-01-05T11:26:00,CANCELLED
INT-0000310,BEN-009378,FPS-0103,2026-01,10,8,18,SELF,2026-01-20T17:37:00,SUBMITTED
INT-0000311,BEN-003526,FPS-0563,2026-01,11,6,17,SELF,2026-01-14T16:54:00,SUBMITTED
INT-0000312,BEN-004527,FPS-0593,2026-01,15,11,26,AUTHORIZED_PERSON,2026-01-18T17:17:00,SUBMITTED
INT-0000313,BEN-009735,FPS-0189,2026-01,10,5,15,SELF,2026-01-13T17:11:00,CANCELLED
INT-0000314,BEN-004439,FPS-0439,2026-01,15,10,25,SELF,2026-01-06T17:31:00,SUBMITTED
INT-0000315,BEN-004340,FPS-0078,2026-01,9,8,17,SELF,2026-01-05T16:37:00,SUBMITTED
INT-0000316,BEN-002472,FPS-0568,2026-01,15,12,27,SELF,2026-01-20T18:33:00,SUBMITTED
INT-0000317,BEN-005052,FPS-0177,2026-01,9,6,15,SELF,2026-01-09T13:45:00,SUBMITTED
INT-0000318,BEN-009945,FPS-0371,2026-01,15,10,25,SELF,2026-01-07T12:11:00,SUBMITTED
INT-0000319,BEN-009480,FPS-0521,2026-01,7,7,14,AUTHORIZED_PERSON,2026-01-15T15:50:00,SUBMITTED
INT-0000320,BEN-003334,FPS-0297,2026-01,12,8,20,SELF,2026-01-18T15:54:00,SUBMITTED
INT-0000321,BEN-000471,FPS-0566,2026-01,5,3,8,SELF,2026-01-09T16:53:00,SUBMITTED
INT-0000322,BEN-006592,FPS-0421,2026-01,10,8,18,SELF,2026-01-10T11:05:00,SUBMITTED
INT-0000323,BEN-002337,FPS-0302,2026-01,8,6,14,SELF,2026-01-07T09:29:00,SUBMITTED
INT-0000324,BEN-009804,FPS-0523,2026-01,18,13,31,AUTHORIZED_PERSON,2026-01-11T10:18:00,SUBMITTED
INT-0000325,BEN-005950,FPS-0122,2026-01,6,4,10,AUTHORIZED_PERSON,2026-01-10T11:44:00,SUBMITTED
INT-0000326,BEN-007904,FPS-0371,2026-01,9,4,13,SELF,2026-01-16T08:22:00,SUBMITTED
INT-0000327,BEN-001441,FPS-0549,2026-01,15,8,23,SELF,2026-01-09T19:37:00,SUBMITTED
INT-0000328,BEN-007038,FPS-0374,2026-01,8,7,15,AUTHORIZED_PERSON,2026-01-11T13:04:00,SUBMITTED
INT-0000329,BEN-008318,FPS-0226,2026-01,13,7,20,AUTHORIZED_PERSON,2026-01-19T17:45:00,SUBMITTED
INT-0000330,BEN-002203,FPS-0180,2026-01,6,4,10,SELF,2026-01-19T14:11:00,SUBMITTED
INT-0000331,BEN-000015,FPS-0436,2026-01,2,1,3,AUTHORIZED_PERSON,2026-01-15T11:59:00,SUBMITTED
INT-0000332,BEN-005218,FPS-0398,2026-01,9,8,17,SELF,2026-01-16T15:56:00,SUBMITTED
INT-0000333,BEN-007918,FPS-0369,2026-01,15,11,26,SELF,2026-01-14T18:44:00,SUBMITTED
INT-0000334,BEN-002529,FPS-0079,2026-01,8,5,13,AUTHORIZED_PERSON,2026-01-18T10:15:00,SUBMITTED
INT-0000335,BEN-002334,FPS-0097,2026-01,20,15,35,SELF,2026-01-07T16:24:00,SUBMITTED
INT-0000336,BEN-000401,FPS-0125,2026-01,13,7,20,AUTHORIZED_PERSON,2026-01-12T14:11:00,SUBMITTED
INT-0000337,BEN-009815,FPS-0444,2026-01,8,5,13,SELF,2026-01-16T10:47:00,SUBMITTED
INT-0000338,BEN-008142,FPS-0108,2026-01,11,9,20,SELF,2026-01-06T11:26:00,SUBMITTED
INT-0000339,BEN-005949,FPS-0558,2026-01,14,9,23,SELF,2026-01-14T17:56:00,SUBMITTED
INT-0000340,BEN-009733,FPS-0468,2026-01,20,13,33,SELF,2026-01-06T17:14:00,SUBMITTED
INT-0000341,BEN-000431,FPS-0343,2026-01,10,5,15,SELF,2026-01-15T14:08:00,SUBMITTED
INT-0000342,BEN-006117,FPS-0512,2026-01,7,6,13,SELF,2026-01-13T15:49:00,SUBMITTED
INT-0000343,BEN-001252,FPS-0363,2026-01,9,5,14,AUTHORIZED_PERSON,2026-01-20T15:39:00,SUBMITTED
INT-0000344,BEN-008427,FPS-0378,2026-01,11,7,18,SELF,2026-01-19T08:24:00,SUBMITTED
INT-0000345,BEN-007967,FPS-0535,2026-01,8,5,13,SELF,2026-01-08T10:11:00,SUBMITTED
INT-0000346,BEN-008689,FPS-0043,2026-01,9,6,15,AUTHORIZED_PERSON,2026-01-12T10:20:00,SUBMITTED
INT-0000347,BEN-001884,FPS-0386,2026-01,8,7,15,SELF,2026-01-16T19:56:00,SUBMITTED
INT-0000348,BEN-002523,FPS-0059,2026-01,8,7,15,AUTHORIZED_PERSON,2026-01-15T10:13:00,SUBMITTED
INT-0000349,BEN-004076,FPS-0047,2026-01,13,8,21,AUTHORIZED_PERSON,2026-01-05T19:03:00,SUBMITTED
INT-0000350,BEN-001196,FPS-0447,2026-01,7,4,11,AUTHORIZED_PERSON,2026-01-20T15:18:00,SUBMITTED
INT-0000351,BEN-001790,FPS-0050,2026-01,8,6,14,SELF,2026-01-11T17:58:00,SUBMITTED
INT-0000352,BEN-002111,FPS-0507,2026-01,11,9,20,SELF,2026-01-15T08:07:00,SUBMITTED
INT-0000353,BEN-002911,FPS-0563,2026-01,12,8,20,AUTHORIZED_PERSON,2026-01-10T14:49:00,SUBMITTED
INT-0000354,BEN-002962,FPS-0383,2026-01,13,7,20,AUTHORIZED_PERSON,2026-01-15T15:17:00,SUBMITTED
INT-0000355,BEN-000329,FPS-0598,2026-01,9,6,15,SELF,2026-01-06T16:15:00,SUBMITTED
INT-0000356,BEN-000443,FPS-0529,2026-01,5,4,9,AUTHORIZED_PERSON,2026-01-11T16:32:00,SUBMITTED
INT-0000357,BEN-009441,FPS-0045,2026-01,22,13,35,SELF,2026-01-06T08:03:00,SUBMITTED
INT-0000358,BEN-000203,FPS-0347,2026-01,10,8,18,SELF,2026-01-18T19:24:00,SUBMITTED
INT-0000359,BEN-008574,FPS-0447,2026-01,13,7,20,SELF,2026-01-09T18:58:00,SUBMITTED
INT-0000360,BEN-001977,FPS-0234,2026-01,5,3,8,AUTHORIZED_PERSON,2026-01-17T08:54:00,SUBMITTED
INT-0000361,BEN-009143,FPS-0395,2026-01,9,8,17,SELF,2026-01-12T10:00:00,CANCELLED
INT-0000362,BEN-002196,FPS-0468,2026-01,5,4,9,SELF,2026-01-14T14:05:00,SUBMITTED
INT-0000363,BEN-004896,FPS-0465,2026-01,7,4,11,SELF,2026-01-17T13:23:00,SUBMITTED
INT-0000364,BEN-002384,FPS-0045,2026-01,9,4,13,AUTHORIZED_PERSON,2026-01-20T14:03:00,SUBMITTED
INT-0000365,BEN-004982,FPS-0132,2026-01,11,9,20,AUTHORIZED_PERSON,2026-01-19T19:04:00,SUBMITTED
INT-0000366,BEN-000291,FPS-0037,2026-01,8,7,15,SELF,2026-01-05T08:12:00,SUBMITTED
INT-0000367,BEN-000061,FPS-0348,2026-01,9,5,14,AUTHORIZED_PERSON,2026-01-05T16:02:00,SUBMITTED
INT-0000368,BEN-004007,FPS-0005,2026-01,20,15,35,AUTHORIZED_PERSON,2026-01-12T17:49:00,SUBMITTED
INT-0000369,BEN-005060,FPS-0069,2026-01,12,7,19,AUTHORIZED_PERSON,2026-01-14T14:29:00,SUBMITTED
INT-0000370,BEN-005706,FPS-0534,2026-01,5,4,9,SELF,2026-01-11T18:08:00,SUBMITTED
INT-0000371,BEN-000510,FPS-0441,2026-01,8,6,14,SELF,2026-01-12T17:34:00,SUBMITTED
INT-0000372,BEN-004597,FPS-0516,2026-01,6,4,10,SELF,2026-01-06T11:52:00,SUBMITTED
INT-0000373,BEN-007409,FPS-0481,2026-01,17,13,30,SELF,2026-01-13T17:43:00,SUBMITTED
INT-0000374,BEN-007767,FPS-0229,2026-01,5,4,9,AUTHORIZED_PERSON,2026-01-10T12:31:00,SUBMITTED
INT-0000375,BEN-008809,FPS-0209,2026-01,21,14,35,AUTHORIZED_PERSON,2026-01-08T17:32:00,SUBMITTED
INT-0000376,BEN-001030,FPS-0287,2026-01,7,4,11,AUTHORIZED_PERSON,2026-01-05T08:39:00,SUBMITTED
INT-0000377,BEN-005448,FPS-0179,2026-01,23,12,35,AUTHORIZED_PERSON,2026-01-16T10:01:00,SUBMITTED
INT-0000378,BEN-008365,FPS-0230,2026-01,7,7,14,SELF,2026-01-15T12:25:00,SUBMITTED
INT-0000379,BEN-008481,FPS-0314,2026-01,16,9,25,SELF,2026-01-12T17:53:00,SUBMITTED
INT-0000380,BEN-009725,FPS-0156,2026-01,10,5,15,AUTHORIZED_PERSON,2026-01-17T10:18:00,SUBMITTED
INT-0000381,BEN-001320,FPS-0131,2026-01,3,2,5,SELF,2026-01-08T12:03:00,SUBMITTED
INT-0000382,BEN-000317,FPS-0238,2026-01,12,10,22,SELF,2026-01-10T17:12:00,SUBMITTED
INT-0000383,BEN-002039,FPS-0251,2026-01,5,4,9,AUTHORIZED_PERSON,2026-01-11T12:03:00,SUBMITTED
INT-0000384,BEN-001442,FPS-0102,2026-01,20,15,35,SELF,2026-01-13T09:01:00,SUBMITTED
INT-0000385,BEN-007958,FPS-0519,2026-01,16,11,27,SELF,2026-01-06T16:52:00,SUBMITTED
INT-0000386,BEN-004323,FPS-0355,2026-01,11,6,17,SELF,2026-01-06T10:15:00,SUBMITTED
INT-0000387,BEN-009744,FPS-0012,2026-01,7,5,12,AUTHORIZED_PERSON,2026-01-08T11:12:00,SUBMITTED
INT-0000388,BEN-003093,FPS-0212,2026-01,22,11,33,AUTHORIZED_PERSON,2026-01-06T17:19:00,SUBMITTED
INT-0000389,BEN-002680,FPS-0425,2026-01,11,8,19,AUTHORIZED_PERSON,2026-01-11T15:12:00,SUBMITTED
INT-0000390,BEN-007890,FPS-0384,2026-01,8,7,15,AUTHORIZED_PERSON,2026-01-16T11:17:00,SUBMITTED
INT-0000391,BEN-004289,FPS-0349,2026-01,19,11,30,AUTHORIZED_PERSON,2026-01-18T16:19:00,SUBMITTED
INT-0000392,BEN-001553,FPS-0313,2026-01,18,14,32,SELF,2026-01-19T12:50:00,SUBMITTED
INT-0000393,BEN-003556,FPS-0288,2026-01,19,11,30,AUTHORIZED_PERSON,2026-01-05T09:41:00,SUBMITTED
INT-0000394,BEN-008920,FPS-0209,2026-01,6,4,10,SELF,2026-01-18T17:52:00,SUBMITTED
INT-0000395,BEN-006612,FPS-0341,2026-01,22,13,35,SELF,2026-01-11T13:12:00,SUBMITTED
INT-0000396,BEN-006314,FPS-0576,2026-01,6,6,12,SELF,2026-01-05T12:50:00,SUBMITTED
INT-0000397,BEN-007775,FPS-0380,2026-01,12,6,18,SELF,2026-01-16T15:42:00,SUBMITTED
INT-0000398,BEN-001815,FPS-0532,2026-01,12,8,20,AUTHORIZED_PERSON,2026-01-10T19:35:00,SUBMITTED
INT-0000399,BEN-008686,FPS-0587,2026-01,7,4,11,AUTHORIZED_PERSON,2026-01-18T19:30:00,SUBMITTED
INT-0000400,BEN-001917,FPS-0180,2026-01,5,3,8,SELF,2026-01-17T12:36:00,SUBMITTED
INT-0000401,BEN-008752,FPS-0023,2026-01,15,11,26,AUTHORIZED_PERSON,2026-01-12T12:36:00,SUBMITTED
INT-0000402,BEN-003048,FPS-0317,2026-01,8,6,14,AUTHORIZED_PERSON,2026-01-05T19:30:00,SUBMITTED
INT-0000403,BEN-000555,FPS-0391,2026-01,9,6,15,SELF,2026-01-09T16:00:00,SUBMITTED
INT-0000404,BEN-005252,FPS-0285,2026-01,7,4,11,SELF,2026-01-05T11:24:00,SUBMITTED
INT-0000405,BEN-004903,FPS-0316,2026-01,12,8,20,AUTHORIZED_PERSON,2026-01-06T12:30:00,SUBMITTED
INT-0000406,BEN-006244,FPS-0166,2026-01,13,7,20,SELF,2026-01-13T13:28:00,SUBMITTED
INT-0000407,BEN-004889,FPS-0029,2026-01,22,13,35,SELF,2026-01-17T18:16:00,SUBMITTED
INT-0000408,BEN-006958,FPS-0299,2026-01,6,4,10,AUTHORIZED_PERSON,2026-01-19T09:47:00,SUBMITTED
INT-0000409,BEN-003582,FPS-0077,2026-01,9,6,15,SELF,2026-01-07T13:17:00,SUBMITTED
INT-0000410,BEN-004391,FPS-0239,2026-01,8,6,14,AUTHORIZED_PERSON,2026-01-20T08:05:00,SUBMITTED
INT-0000411,BEN-000278,FPS-0025,2026-01,13,8,21,SELF,2026-01-20T16:05:00,SUBMITTED
INT-0000412,BEN-000265,FPS-0045,2026-01,21,14,35,AUTHORIZED_PERSON,2026-01-12T09:16:00,SUBMITTED
INT-0000413,BEN-001543,FPS-0103,2026-01,5,3,8,AUTHORIZED_PERSON,2026-01-19T08:19:00,SUBMITTED
INT-0000414,BEN-003797,FPS-0321,2026-01,19,11,30,SELF,2026-01-10T17:49:00,SUBMITTED
INT-0000415,BEN-001395,FPS-0149,2026-01,9,6,15,AUTHORIZED_PERSON,2026-01-06T14:18:00,SUBMITTED
INT-0000416,BEN-004141,FPS-0529,2026-01,14,8,22,AUTHORIZED_PERSON,2026-01-14T12:59:00,SUBMITTED
INT-0000417,BEN-009097,FPS-0045,2026-01,9,5,14,AUTHORIZED_PERSON,2026-01-20T17:25:00,SUBMITTED
INT-0000418,BEN-006066,FPS-0331,2026-01,4,3,7,AUTHORIZED_PERSON,2026-01-19T19:51:00,SUBMITTED
INT-0000419,BEN-004426,FPS-0016,2026-01,9,6,15,SELF,2026-01-11T08:13:00,SUBMITTED
INT-0000420,BEN-003927,FPS-0484,2026-01,8,4,12,SELF,2026-01-11T13:12:00,SUBMITTED
INT-0000421,BEN-007660,FPS-0144,2026-01,22,13,35,SELF,2026-01-12T17:57:00,SUBMITTED
INT-0000422,BEN-006088,FPS-0047,2026-01,6,4,10,SELF,2026-01-16T08:50:00,SUBMITTED
INT-0000423,BEN-003338,FPS-0470,2026-01,12,10,22,SELF,2026-01-13T14:42:00,SUBMITTED
INT-0000424,BEN-001056,FPS-0268,2026-01,13,7,20,AUTHORIZED_PERSON,2026-01-05T09:34:00,SUBMITTED
INT-0000425,BEN-002596,FPS-0086,2026-01,10,5,15,AUTHORIZED_PERSON,2026-01-05T10:40:00,SUBMITTED
INT-0000426,BEN-002938,FPS-0376,2026-01,12,6,18,AUTHORIZED_PERSON,2026-01-05T18:24:00,SUBMITTED
INT-0000427,BEN-009451,FPS-0168,2026-01,6,4,10,AUTHORIZED_PERSON,2026-01-16T12:00:00,SUBMITTED
INT-0000428,BEN-005098,FPS-0102,2026-01,9,6,15,AUTHORIZED_PERSON,2026-01-19T17:07:00,SUBMITTED
INT-0000429,BEN-005821,FPS-0237,2026-01,10,9,19,SELF,2026-01-12T16:18:00,SUBMITTED
INT-0000430,BEN-001837,FPS-0198,2026-01,17,13,30,AUTHORIZED_PERSON,2026-01-16T10:39:00,SUBMITTED
INT-0000431,BEN-003309,FPS-0320,2026-01,5,5,10,AUTHORIZED_PERSON,2026-01-16T14:25:00,SUBMITTED
INT-0000432,BEN-007109,FPS-0017,2026-01,2,1,3,SELF,2026-01-14T14:06:00,SUBMITTED
INT-0000433,BEN-007309,FPS-0489,2026-01,10,7,17,SELF,2026-01-09T19:32:00,SUBMITTED
INT-0000434,BEN-005257,FPS-0253,2026-01,6,4,10,SELF,2026-01-20T18:35:00,SUBMITTED
INT-0000435,BEN-005021,FPS-0232,2026-01,7,5,12,AUTHORIZED_PERSON,2026-01-11T11:33:00,SUBMITTED
INT-0000436,BEN-003915,FPS-0068,2026-01,9,8,17,AUTHORIZED_PERSON,2026-01-05T16:32:00,SUBMITTED
INT-0000437,BEN-003064,FPS-0222,2026-01,5,4,9,AUTHORIZED_PERSON,2026-01-18T14:48:00,SUBMITTED
INT-0000438,BEN-007707,FPS-0080,2026-01,11,9,20,AUTHORIZED_PERSON,2026-01-13T10:31:00,SUBMITTED
INT-0000439,BEN-007769,FPS-0430,2026-01,9,6,15,SELF,2026-01-12T10:38:00,SUBMITTED
INT-0000440,BEN-009375,FPS-0477,2026-01,7,5,12,SELF,2026-01-20T09:49:00,SUBMITTED
INT-0000441,BEN-003651,FPS-0257,2026-01,4,3,7,SELF,2026-01-17T14:55:00,SUBMITTED
INT-0000442,BEN-000220,FPS-0295,2026-01,8,6,14,SELF,2026-01-20T10:19:00,SUBMITTED
INT-0000443,BEN-009289,FPS-0078,2026-01,11,7,18,AUTHORIZED_PERSON,2026-01-13T09:38:00,SUBMITTED
INT-0000444,BEN-007642,FPS-0059,2026-01,9,6,15,AUTHORIZED_PERSON,2026-01-09T17:09:00,SUBMITTED
INT-0000445,BEN-005920,FPS-0211,2026-01,9,6,15,AUTHORIZED_PERSON,2026-01-19T11:31:00,SUBMITTED
INT-0000446,BEN-004327,FPS-0577,2026-01,2,2,4,SELF,2026-01-13T09:55:00,SUBMITTED
INT-0000447,BEN-006578,FPS-0383,2026-01,11,7,18,AUTHORIZED_PERSON,2026-01-10T18:38:00,SUBMITTED
