manifest_item_id,manifest_id,fps_id,commodity,planned_kg,sequence_number,allocation_id
MI-0000348,MAN-000029,FPS-0183,WHEAT,129,6,ALLOC-0000366
MI-0000349,MAN-000030,FPS-0008,RICE,198,1,ALLOC-0000015
MI-0000350,MAN-000030,FPS-0008,WHEAT,163,1,ALLOC-0000016
MI-0000351,MAN-000030,FPS-0058,RICE,158,2,ALLOC-0000115
MI-0000352,MAN-000030,FPS-0058,WHEAT,127,2,ALLOC-0000116
MI-0000353,MAN-000030,FPS-0558,RICE,252,3,ALLOC-0001115
MI-0000354,MAN-000030,FPS-0558,WHEAT,162,3,ALLOC-0001116
MI-0000355,MAN-000030,FPS-0433,RICE,162,4,ALLOC-0000865
MI-0000356,MAN-000030,FPS-0433,WHEAT,133,4,ALLOC-0000866
MI-0000357,MAN-000030,FPS-0508,RICE,213,5,ALLOC-0001015
MI-0000358,MAN-000030,FPS-0508,WHEAT,170,5,ALLOC-0001016
MI-0000359,MAN-000030,FPS-0308,RICE,194,6,ALLOC-0000615
MI-0000360,MAN-000030,FPS-0308,WHEAT,155,6,ALLOC-0000616
MI-0000361,MAN-000031,FPS-0483,RICE,135,1,ALLOC-0000965
MI-0000362,MAN-000031,FPS-0483,WHEAT,122,1,ALLOC-0000966
MI-0000363,MAN-000031,FPS-0333,RICE,312,2,ALLOC-0000665
MI-0000364,MAN-000031,FPS-0333,WHEAT,200,2,ALLOC-0000666
MI-0000365,MAN-000031,FPS-0283,RICE,156,3,ALLOC-0000565
MI-0000366,MAN-000031,FPS-0283,WHEAT,129,3,ALLOC-0000566
MI-0000367,MAN-000031,FPS-0033,RICE,191,4,ALLOC-0000065
MI-0000368,MAN-000031,FPS-0033,WHEAT,138,4,ALLOC-0000066
MI-0000369,MAN-000031,FPS-0408,RICE,119,5,ALLOC-0000815
MI-0000370,MAN-000031,FPS-0408,WHEAT,112,5,ALLOC-0000816
MI-0000371,MAN-000031,FPS-0208,RICE,184,6,ALLOC-0000415
MI-0000372,MAN-000031,FPS-0208,WHEAT,147,6,ALLOC-0000416
MI-0000373,MAN-000032,FPS-0258,RICE,159,1,ALLOC-0000515
MI-0000374,MAN-000032,FPS-0258,WHEAT,130,1,ALLOC-0000516
MI-0000375,MAN-000032,FPS-0233,RICE,119,2,ALLOC-0000465
MI-0000376,MAN-000032,FPS-0233,WHEAT,115,2,ALLOC-0000466
MI-0000377,MAN-000032,FPS-0533,RICE,168,3,ALLOC-0001065
MI-0000378,MAN-000032,FPS-0533,WHEAT,136,3,ALLOC-0001066
MI-0000379,MAN-000032,FPS-0358,RICE,185,4,ALLOC-0000715
MI-0000380,MAN-000032,FPS-0358,WHEAT,137,4,ALLOC-0000716
MI-0000381,MAN-000032,FPS-0583,RICE,144,5,ALLOC-0001165
MI-0000382,MAN-000032,FPS-0583,WHEAT,127,5,ALLOC-0001166
MI-0000383,MAN-000032,FPS-0158,RICE,141,6,ALLOC-0000315
MI-0000384,MAN-000032,FPS-0158,WHEAT,132,6,ALLOC-0000316
MI-0000385,MAN-000033,FPS-0334,RICE,153,1,ALLOC-0000667
MI-0000386,MAN-000033,FPS-0334,WHEAT,128,1,ALLOC-0000668
MI-0000387,MAN-000033,FPS-0534,RICE,139,2,ALLOC-0001067
MI-0000388,MAN-000033,FPS-0534,WHEAT,115,2,ALLOC-0001068
MI-0000389,MAN-000033,FPS-0109,RICE,149,3,ALLOC-0000217
MI-0000390,MAN-000033,FPS-0109,WHEAT,133,3,ALLOC-0000218
MI-0000391,MAN-000033,FPS-0434,RICE,206,4,ALLOC-0000867
MI-0000392,MAN-000033,FPS-0434,WHEAT,165,4,ALLOC-0000868
MI-0000393,MAN-000033,FPS-0259,RICE,152,5,ALLOC-0000517
MI-0000394,MAN-000033,FPS-0259,WHEAT,114,5,ALLOC-0000518
MI-0000395,MAN-000033,FPS-0309,RICE,201,6,ALLOC-0000617
MI-0000396,MAN-000033,FPS-0309,WHEAT,155,6,ALLOC-0000618
MI-0000397,MAN-000034,FPS-0484,RICE,170,1,ALLOC-0000967
MI-0000398,MAN-000034,FPS-0484,WHEAT,142,1,ALLOC-0000968
MI-0000399,MAN-000034,FPS-0234,RICE,133,2,ALLOC-0000467
MI-0000400,MAN-000034,FPS-0234,WHEAT,115,2,ALLOC-0000468
MI-0000401,MAN-000034,FPS-0184,RICE,224,3,ALLOC-0000367
MI-0000402,MAN-000034,FPS-0184,WHEAT,154,3,ALLOC-0000368
MI-0000403,MAN-000034,FPS-0159,RICE,132,4,ALLOC-0000317
MI-0000404,MAN-000034,FPS-0159,WHEAT,129,4,ALLOC-0000318
MI-0000405,MAN-000034,FPS-0034,RICE,192,5,ALLOC-0000067
MI-0000406,MAN-000034,FPS-0034,WHEAT,147,5,ALLOC-0000068
MI-0000407,MAN-000034,FPS-0009,RICE,124,6,ALLOC-0000017
MI-0000408,MAN-000034,FPS-0009,WHEAT,121,6,ALLOC-0000018
MI-0000409,MAN-000035,FPS-0134,RICE,142,1,ALLOC-0000267
MI-0000410,MAN-000035,FPS-0134,WHEAT,123,1,ALLOC-0000268
MI-0000411,MAN-000035,FPS-0409,RICE,155,2,ALLOC-0000817
MI-0000412,MAN-000035,FPS-0409,WHEAT,142,2,ALLOC-0000818
MI-0000413,MAN-000035,FPS-0359,RICE,242,3,ALLOC-0000717
MI-0000414,MAN-000035,FPS-0359,WHEAT,166,3,ALLOC-0000718
MI-0000415,MAN-000035,FPS-0584,RICE,124,4,ALLOC-0001167
MI-0000416,MAN-000035,FPS-0584,WHEAT,121,4,ALLOC-0001168
MI-0000417,MAN-000035,FPS-0559,RICE,139,5,ALLOC-0001117
MI-0000418,MAN-000035,FPS-0559,WHEAT,114,5,ALLOC-0001118
MI-0000419,MAN-000035,FPS-0084,RICE,231,6,ALLOC-0000167
MI-0000420,MAN-000035,FPS-0084,WHEAT,171,6,ALLOC-0000168
MI-0000421,MAN-000036,FPS-0509,RICE,167,1,ALLOC-0001017
MI-0000422,MAN-000036,FPS-0509,WHEAT,144,1,ALLOC-0001018
MI-0000423,MAN-000036,FPS-0209,RICE,227,2,ALLOC-0000417
MI-0000424,MAN-000036,FPS-0209,WHEAT,176,2,ALLOC-0000418
MI-0000425,MAN-000036,FPS-0059,RICE,163,3,ALLOC-0000117
MI-0000426,MAN-000036,FPS-0059,WHEAT,151,3,ALLOC-0000118
MI-0000427,MAN-000036,FPS-0384,RICE,193,4,ALLOC-0000767
MI-0000428,MAN-000036,FPS-0384,WHEAT,143,4,ALLOC-0000768
MI-0000429,MAN-000036,FPS-0459,RICE,191,5,ALLOC-0000917
MI-0000430,MAN-000036,FPS-0459,WHEAT,159,5,ALLOC-0000918
MI-0000431,MAN-000036,FPS-0284,RICE,152,6,ALLOC-0000567
MI-0000432,MAN-000036,FPS-0284,WHEAT,136,6,ALLOC-0000568
MI-0000433,MAN-000037,FPS-0035,RICE,206,1,ALLOC-0000069
MI-0000434,MAN-000037,FPS-0035,WHEAT,149,1,ALLOC-0000070
MI-0000435,MAN-000037,FPS-0460,RICE,162,2,ALLOC-0000919
MI-0000436,MAN-000037,FPS-0460,WHEAT,132,2,ALLOC-0000920
MI-0000437,MAN-000037,FPS-0510,RICE,145,3,ALLOC-0001019
MI-0000438,MAN-000037,FPS-0510,WHEAT,125,3,ALLOC-0001020
MI-0000439,MAN-000037,FPS-0235,RICE,158,4,ALLOC-0000469
MI-0000440,MAN-000037,FPS-0235,WHEAT,122,4,ALLOC-0000470
MI-0000441,MAN-000037,FPS-0385,RICE,230,5,ALLOC-0000769
MI-0000442,MAN-000037,FPS-0385,WHEAT,160,5,ALLOC-0000770
MI-0000443,MAN-000037,FPS-0110,RICE,134,6,ALLOC-0000219
MI-0000444,MAN-000037,FPS-0110,WHEAT,124,6,ALLOC-0000220
MI-0000445,MAN-000038,FPS-0260,RICE,111,1,ALLOC-0000519
MI-0000446,MAN-000038,FPS-0260,WHEAT,101,1,ALLOC-0000520
MI-0000447,MAN-000038,FPS-0010,RICE,234,2,ALLOC-0000019
MI-0000448,MAN-000038,FPS-0010,WHEAT,161,2,ALLOC-0000020
MI-0000449,MAN-000038,FPS-0210,RICE,142,3,ALLOC-0000419
MI-0000450,MAN-000038,FPS-0210,WHEAT,122,3,ALLOC-0000420
MI-0000451,MAN-000038,FPS-0085,RICE,129,4,ALLOC-0000169
MI-0000452,MAN-000038,FPS-0085,WHEAT,118,4,ALLOC-0000170
MI-0000453,MAN-000038,FPS-0310,RICE,141,5,ALLOC-0000619
MI-0000454,MAN-000038,FPS-0310,WHEAT,124,5,ALLOC-0000620
MI-0000455,MAN-000038,FPS-0485,RICE,154,6,ALLOC-0000969
MI-0000456,MAN-000038,FPS-0485,WHEAT,140,6,ALLOC-0000970
MI-0000457,MAN-000039,FPS-0060,RICE,221,1,ALLOC-0000119
MI-0000458,MAN-000039,FPS-0060,WHEAT,160,1,ALLOC-0000120
MI-0000459,MAN-000039,FPS-0585,RICE,148,2,ALLOC-0001169
MI-0000460,MAN-000039,FPS-0585,WHEAT,131,2,ALLOC-0001170
MI-0000461,MAN-000039,FPS-0410,RICE,193,3,ALLOC-0000819
MI-0000462,MAN-000039,FPS-0410,WHEAT,139,3,ALLOC-0000820
MI-0000463,MAN-000039,FPS-0285,RICE,213,4,ALLOC-0000569
MI-0000464,MAN-000039,FPS-0285,WHEAT,160,4,ALLOC-0000570
MI-0000465,MAN-000039,FPS-0135,RICE,157,5,ALLOC-0000269
MI-0000466,MAN-000039,FPS-0135,WHEAT,129,5,ALLOC-0000270
MI-0000467,MAN-000039,FPS-0160,RICE,123,6,ALLOC-0000319
MI-0000468,MAN-000039,FPS-0160,WHEAT,122,6,ALLOC-0000320
MI-0000469,MAN-000040,FPS-0335,RICE,234,1,ALLOC-0000669
MI-0000470,MAN-000040,FPS-0335,WHEAT,163,1,ALLOC-0000670
MI-0000471,MAN-000040,FPS-0560,RICE,246,2,ALLOC-0001119
MI-0000472,MAN-000040,FPS-0560,WHEAT,175,2,ALLOC-0001120
MI-0000473,MAN-000040,FPS-0185,RICE,153,3,ALLOC-0000369
MI-0000474,MAN-000040,FPS-0185,WHEAT,136,3,ALLOC-0000370
MI-0000475,MAN-000040,FPS-0360,RICE,150,4,ALLOC-0000719
MI-0000476,MAN-000040,FPS-0360,WHEAT,133,4,ALLOC-0000720
MI-0000477,MAN-000040,FPS-0535,RICE,203,5,ALLOC-0001069
MI-0000478,MAN-000040,FPS-0535,WHEAT,148,5,ALLOC-0001070
MI-0000479,MAN-000040,FPS-0435,RICE,191,6,ALLOC-0000869
MI-0000480,MAN-000040,FPS-0435,WHEAT,146,6,ALLOC-0000870
MI-0000481,MAN-000041,FPS-0011,RICE,149,1,ALLOC-0000021
MI-0000482,MAN-000041,FPS-0011,WHEAT,120,1,ALLOC-0000022
MI-0000483,MAN-000041,FPS-0261,RICE,97,2,ALLOC-0000521
MI-0000484,MAN-000041,FPS-0261,WHEAT,100,2,ALLOC-0000522
MI-0000485,MAN-000041,FPS-0511,RICE,161,3,ALLOC-0001021
MI-0000486,MAN-000041,FPS-0511,WHEAT,143,3,ALLOC-0001022
MI-0000487,MAN-000041,FPS-0386,RICE,185,4,ALLOC-0000771
MI-0000488,MAN-000041,FPS-0386,WHEAT,164,4,ALLOC-0000772
MI-0000489,MAN-000041,FPS-0436,RICE,127,5,ALLOC-0000871
MI-0000490,MAN-000041,FPS-0436,WHEAT,113,5,ALLOC-0000872
MI-0000491,MAN-000041,FPS-0586,RICE,159,6,ALLOC-0001171
MI-0000492,MAN-000041,FPS-0586,WHEAT,125,6,ALLOC-0001172
MI-0000493,MAN-000042,FPS-0211,RICE,168,1,ALLOC-0000421
MI-0000494,MAN-000042,FPS-0211,WHEAT,129,1,ALLOC-0000422
MI-0000495,MAN-000042,FPS-0311,RICE,221,2,ALLOC-0000621
MI-0000496,MAN-000042,FPS-0311,WHEAT,158,2,ALLOC-0000622
MI-0000497,MAN-000042,FPS-0286,RICE,161,3,ALLOC-0000571
MI-0000498,MAN-000042,FPS-0286,WHEAT,141,3,ALLOC-0000572
MI-0000499,MAN-000042,FPS-0336,RICE,208,4,ALLOC-0000671
MI-0000500,MAN-000042,FPS-0336,WHEAT,159,4,ALLOC-0000672
MI-0000501,MAN-000042,FPS-0161,RICE,222,5,ALLOC-0000321
MI-0000502,MAN-000042,FPS-0161,WHEAT,139,5,ALLOC-0000322
MI-0000503,MAN-000042,FPS-0536,RICE,150,6,ALLOC-0001071
MI-0000504,MAN-000042,FPS-0536,WHEAT,145,6,ALLOC-0001072
MI-0000505,MAN-000043,FPS-0561,RICE,150,1,ALLOC-0001121
MI-0000506,MAN-000043,FPS-0561,WHEAT,126,1,ALLOC-0001122
MI-0000507,MAN-000043,FPS-0036,RICE,186,2,ALLOC-0000071
MI-0000508,MAN-000043,FPS-0036,WHEAT,144,2,ALLOC-0000072
MI-0000509,MAN-000043,FPS-0236,RICE,154,3,ALLOC-0000471
MI-0000510,MAN-000043,FPS-0236,WHEAT,133,3,ALLOC-0000472
MI-0000511,MAN-000043,FPS-0411,RICE,159,4,ALLOC-0000821
MI-0000512,MAN-000043,FPS-0411,WHEAT,135,4,ALLOC-0000822
MI-0000513,MAN-000043,FPS-0186,RICE,213,5,ALLOC-0000371
MI-0000514,MAN-000043,FPS-0186,WHEAT,168,5,ALLOC-0000372
MI-0000515,MAN-000043,FPS-0461,RICE,185,6,ALLOC-0000921
MI-0000516,MAN-000043,FPS-0461,WHEAT,136,6,ALLOC-0000922
MI-0000517,MAN-000044,FPS-0136,RICE,189,1,ALLOC-0000271
MI-0000518,MAN-000044,FPS-0136,WHEAT,152,1,ALLOC-0000272
MI-0000519,MAN-000044,FPS-0061,RICE,135,2,ALLOC-0000121
MI-0000520,MAN-000044,FPS-0061,WHEAT,125,2,ALLOC-0000122
MI-0000521,MAN-000044,FPS-0086,RICE,149,3,ALLOC-0000171
MI-0000522,MAN-000044,FPS-0086,WHEAT,128,3,ALLOC-0000172
MI-0000523,MAN-000044,FPS-0111,RICE,157,4,ALLOC-0000221
MI-0000524,MAN-000044,FPS-0111,WHEAT,126,4,ALLOC-0000222
MI-0000525,MAN-000044,FPS-0486,RICE,190,5,ALLOC-0000971
MI-0000526,MAN-000044,FPS-0486,WHEAT,151,5,ALLOC-0000972
MI-0000527,MAN-000044,FPS-0361,RICE,151,6,ALLOC-0000721
MI-0000528,MAN-000044,FPS-0361,WHEAT,128,6,ALLOC-0000722
MI-0000529,MAN-000045,FPS-0462,RICE,120,1,ALLOC-0000923
MI-0000530,MAN-000045,FPS-0462,WHEAT,114,1,ALLOC-0000924
MI-0000531,MAN-000045,FPS-0112,RICE,145,2,ALLOC-0000223
MI-0000532,MAN-000045,FPS-0112,WHEAT,135,2,ALLOC-0000224
MI-0000533,MAN-000045,FPS-0162,RICE,149,3,ALLOC-0000323
MI-0000534,MAN-000045,FPS-0162,WHEAT,129,3,ALLOC-0000324
MI-0000535,MAN-000045,FPS-0437,RICE,147,4,ALLOC-0000873
MI-0000536,MAN-000045,FPS-0437,WHEAT,129,4,ALLOC-0000874
MI-0000537,MAN-000045,FPS-0262,RICE,162,5,ALLOC-0000523
MI-0000538,MAN-000045,FPS-0262,WHEAT,142,5,ALLOC-0000524
MI-0000539,MAN-000045,FPS-0137,RICE,160,6,ALLOC-0000273
MI-0000540,MAN-000045,FPS-0137,WHEAT,132,6,ALLOC-0000274
MI-0000541,MAN-000046,FPS-0062,RICE,153,1,ALLOC-0000123
MI-0000542,MAN-000046,FPS-0062,WHEAT,129,1,ALLOC-0000124
MI-0000543,MAN-000046,FPS-0412,RICE,188,2,ALLOC-0000823
MI-0000544,MAN-000046,FPS-0412,WHEAT,150,2,ALLOC-0000824
MI-0000545,MAN-000046,FPS-0087,RICE,145,3,ALLOC-0000173
MI-0000546,MAN-000046,FPS-0087,WHEAT,122,3,ALLOC-0000174
MI-0000547,MAN-000046,FPS-0012,RICE,194,4,ALLOC-0000023
MI-0000548,MAN-000046,FPS-0012,WHEAT,160,4,ALLOC-0000024
MI-0000549,MAN-000046,FPS-0212,RICE,145,5,ALLOC-0000423
MI-0000550,MAN-000046,FPS-0212,WHEAT,117,5,ALLOC-0000424
MI-0000551,MAN-000046,FPS-0187,RICE,180,6,ALLOC-0000373
MI-0000552,MAN-000046,FPS-0187,WHEAT,128,6,ALLOC-0000374
MI-0000553,MAN-000047,FPS-0387,RICE,290,1,ALLOC-0000773
MI-0000554,MAN-000047,FPS-0387,WHEAT,222,1,ALLOC-0000774
MI-0000555,MAN-000047,FPS-0037,RICE,1150,2,ALLOC-0000073
MI-0000556,MAN-000047,FPS-0037,WHEAT,159,2,ALLOC-0000074
MI-0000557,MAN-000047,FPS-0362,RICE,144,3,ALLOC-0000723
MI-0000558,MAN-000047,FPS-0362,WHEAT,131,3,ALLOC-0000724
MI-0000559,MAN-000047,FPS-0487,RICE,138,4,ALLOC-0000973
MI-0000560,MAN-000047,FPS-0487,WHEAT,119,4,ALLOC-0000974
MI-0000561,MAN-000047,FPS-0287,RICE,276,5,ALLOC-0000573
MI-0000562,MAN-000047,FPS-0287,WHEAT,184,5,ALLOC-0000574
MI-0000563,MAN-000047,FPS-0312,RICE,226,6,ALLOC-0000623
MI-0000564,MAN-000047,FPS-0312,WHEAT,161,6,ALLOC-0000624
MI-0000565,MAN-000048,FPS-0337,RICE,148,1,ALLOC-0000673
MI-0000566,MAN-000048,FPS-0337,WHEAT,138,1,ALLOC-0000674
MI-0000567,MAN-000048,FPS-0512,RICE,141,2,ALLOC-0001023
MI-0000568,MAN-000048,FPS-0512,WHEAT,131,2,ALLOC-0001024
MI-0000569,MAN-000048,FPS-0537,RICE,148,3,ALLOC-0001073
MI-0000570,MAN-000048,FPS-0537,WHEAT,141,3,ALLOC-0001074
MI-0000571,MAN-000048,FPS-0587,RICE,184,4,ALLOC-0001173
MI-0000572,MAN-000048,FPS-0587,WHEAT,149,4,ALLOC-0001174
MI-0000573,MAN-000048,FPS-0562,RICE,253,5,ALLOC-0001123
MI-0000574,MAN-000048,FPS-0562,WHEAT,175,5,ALLOC-0001124
MI-0000575,MAN-000048,FPS-0237,RICE,144,6,ALLOC-0000473
MI-0000576,MAN-000048,FPS-0237,WHEAT,118,6,ALLOC-0000474
MI-0000577,MAN-000049,FPS-0013,RICE,210,1,ALLOC-0000025
MI-0000578,MAN-000049,FPS-0013,WHEAT,162,1,ALLOC-0000026
MI-0000579,MAN-000049,FPS-0363,RICE,149,2,ALLOC-0000725
MI-0000580,MAN-000049,FPS-0363,WHEAT,128,2,ALLOC-0000726
MI-0000581,MAN-000049,FPS-0388,RICE,148,3,ALLOC-0000775
MI-0000582,MAN-000049,FPS-0388,WHEAT,126,3,ALLOC-0000776
MI-0000583,MAN-000049,FPS-0163,RICE,132,4,ALLOC-0000325
MI-0000584,MAN-000049,FPS-0163,WHEAT,121,4,ALLOC-0000326
MI-0000585,MAN-000049,FPS-0313,RICE,158,5,ALLOC-0000625
MI-0000586,MAN-000049,FPS-0313,WHEAT,146,5,ALLOC-0000626
MI-0000587,MAN-000049,FPS-0513,RICE,148,6,ALLOC-0001025
MI-0000588,MAN-000049,FPS-0513,WHEAT,130,6,ALLOC-0001026
MI-0000589,MAN-000050,FPS-0488,RICE,127,1,ALLOC-0000975
MI-0000590,MAN-000050,FPS-0488,WHEAT,113,1,ALLOC-0000976
MI-0000591,MAN-000050,FPS-0338,RICE,161,2,ALLOC-0000675
MI-0000592,MAN-000050,FPS-0338,WHEAT,140,2,ALLOC-0000676
MI-0000593,MAN-000050,FPS-0588,RICE,170,3,ALLOC-0001175
MI-0000594,MAN-000050,FPS-0588,WHEAT,138,3,ALLOC-0001176
MI-0000595,MAN-000050,FPS-0188,RICE,158,4,ALLOC-0000375
MI-0000596,MAN-000050,FPS-0188,WHEAT,138,4,ALLOC-0000376
MI-0000597,MAN-000050,FPS-0113,RICE,113,5,ALLOC-0000225
MI-0000598,MAN-000050,FPS-0113,WHEAT,100,5,ALLOC-0000226
MI-0000599,MAN-000050,FPS-0063,RICE,203,6,ALLOC-0000125
MI-0000600,MAN-000050,FPS-0063,WHEAT,146,6,ALLOC-0000126
MI-0000601,MAN-000051,FPS-0088,RICE,180,1,ALLOC-0000175
MI-0000602,MAN-000051,FPS-0088,WHEAT,132,1,ALLOC-0000176
MI-0000603,MAN-000051,FPS-0038,RICE,225,2,ALLOC-0000075
MI-0000604,MAN-000051,FPS-0038,WHEAT,164,2,ALLOC-0000076
MI-0000605,MAN-000051,FPS-0138,RICE,207,3,ALLOC-0000275
MI-0000606,MAN-000051,FPS-0138,WHEAT,151,3,ALLOC-0000276
MI-0000607,MAN-000051,FPS-0463,RICE,197,4,ALLOC-0000925
MI-0000608,MAN-000051,FPS-0463,WHEAT,140,4,ALLOC-0000926
MI-0000609,MAN-000051,FPS-0213,RICE,141,5,ALLOC-0000425
MI-0000610,MAN-000051,FPS-0213,WHEAT,120,5,ALLOC-0000426
MI-0000611,MAN-000051,FPS-0413,RICE,138,6,ALLOC-0000825
MI-0000612,MAN-000051,FPS-0413,WHEAT,129,6,ALLOC-0000826
MI-0000613,MAN-000052,FPS-0288,RICE,141,1,ALLOC-0000575
MI-0000614,MAN-000052,FPS-0288,WHEAT,137,1,ALLOC-0000576
MI-0000615,MAN-000052,FPS-0238,RICE,186,2,ALLOC-0000475
MI-0000616,MAN-000052,FPS-0238,WHEAT,151,2,ALLOC-0000476
MI-0000617,MAN-000052,FPS-0563,RICE,247,3,ALLOC-0001125
MI-0000618,MAN-000052,FPS-0563,WHEAT,183,3,ALLOC-0001126
MI-0000619,MAN-000052,FPS-0438,RICE,165,4,ALLOC-0000875
MI-0000620,MAN-000052,FPS-0438,WHEAT,135,4,ALLOC-0000876
MI-0000621,MAN-000052,FPS-0538,RICE,157,5,ALLOC-0001075
MI-0000622,MAN-000052,FPS-0538,WHEAT,131,5,ALLOC-0001076
MI-0000623,MAN-000052,FPS-0263,RICE,140,6,ALLOC-0000525
MI-0000624,MAN-000052,FPS-0263,WHEAT,122,6,ALLOC-0000526
MI-0000625,MAN-000053,FPS-0014,RICE,125,1,ALLOC-0000027
MI-0000626,MAN-000053,FPS-0014,WHEAT,116,1,ALLOC-0000028
MI-0000627,MAN-000053,FPS-0164,RICE,129,2,ALLOC-0000327
MI-0000628,MAN-000053,FPS-0164,WHEAT,119,2,ALLOC-0000328
MI-0000629,MAN-000053,FPS-0539,RICE,196,3,ALLOC-0001077
MI-0000630,MAN-000053,FPS-0539,WHEAT,156,3,ALLOC-0001078
MI-0000631,MAN-000053,FPS-0214,RICE,137,4,ALLOC-0000427
MI-0000632,MAN-000053,FPS-0214,WHEAT,110,4,ALLOC-0000428
MI-0000633,MAN-000053,FPS-0064,RICE,138,5,ALLOC-0000127
MI-0000634,MAN-000053,FPS-0064,WHEAT,115,5,ALLOC-0000128
MI-0000635,MAN-000053,FPS-0089,RICE,190,6,ALLOC-0000177
MI-0000636,MAN-000053,FPS-0089,WHEAT,159,6,ALLOC-0000178
MI-0000637,MAN-000054,FPS-0364,RICE,189,1,ALLOC-0000727
MI-0000638,MAN-000054,FPS-0364,WHEAT,152,1,ALLOC-0000728
MI-0000639,MAN-000054,FPS-0564,RICE,107,2,ALLOC-0001127
MI-0000640,MAN-000054,FPS-0564,WHEAT,104,2,ALLOC-0001128
MI-0000641,MAN-000054,FPS-0264,RICE,105,3,ALLOC-0000527
MI-0000642,MAN-000054,FPS-0264,WHEAT,100,3,ALLOC-0000528
MI-0000643,MAN-000054,FPS-0414,RICE,206,4,ALLOC-0000827
MI-0000644,MAN-000054,FPS-0414,WHEAT,139,4,ALLOC-0000828
MI-0000645,MAN-000054,FPS-0489,RICE,181,5,ALLOC-0000977
MI-0000646,MAN-000054,FPS-0489,WHEAT,144,5,ALLOC-0000978
MI-0000647,MAN-000054,FPS-0189,RICE,228,6,ALLOC-0000377
MI-0000648,MAN-000054,FPS-0189,WHEAT,160,6,ALLOC-0000378
MI-0000649,MAN-000055,FPS-0114,RICE,161,1,ALLOC-0000227
MI-0000650,MAN-000055,FPS-0114,WHEAT,145,1,ALLOC-0000228
MI-0000651,MAN-000055,FPS-0439,RICE,205,2,ALLOC-0000877
MI-0000652,MAN-000055,FPS-0439,WHEAT,142,2,ALLOC-0000878
MI-0000653,MAN-000055,FPS-0239,RICE,194,3,ALLOC-0000477
MI-0000654,MAN-000055,FPS-0239,WHEAT,125,3,ALLOC-0000478
MI-0000655,MAN-000055,FPS-0039,RICE,210,4,ALLOC-0000077
MI-0000656,MAN-000055,FPS-0039,WHEAT,162,4,ALLOC-0000078
MI-0000657,MAN-000055,FPS-0589,RICE,147,5,ALLOC-0001177
MI-0000658,MAN-000055,FPS-0589,WHEAT,130,5,ALLOC-0001178
MI-0000659,MAN-000055,FPS-0389,RICE,158,6,ALLOC-0000777
MI-0000660,MAN-000055,FPS-0389,WHEAT,135,6,ALLOC-0000778
MI-0000661,MAN-000056,FPS-0139,RICE,172,1,ALLOC-0000277
MI-0000662,MAN-000056,FPS-0139,WHEAT,143,1,ALLOC-0000278
MI-0000663,MAN-000056,FPS-0289,RICE,125,2,ALLOC-0000577
MI-0000664,MAN-000056,FPS-0289,WHEAT,114,2,ALLOC-0000578
MI-0000665,MAN-000056,FPS-0514,RICE,110,3,ALLOC-0001027
MI-0000666,MAN-000056,FPS-0514,WHEAT,110,3,ALLOC-0001028
MI-0000667,MAN-000056,FPS-0314,RICE,186,4,ALLOC-0000627
MI-0000668,MAN-000056,FPS-0314,WHEAT,142,4,ALLOC-0000628
MI-0000669,MAN-000056,FPS-0339,RICE,146,5,ALLOC-0000677
MI-0000670,MAN-000056,FPS-0339,WHEAT,138,5,ALLOC-0000678
MI-0000671,MAN-000056,FPS-0464,RICE,174,6,ALLOC-0000927
MI-0000672,MAN-000056,FPS-0464,WHEAT,137,6,ALLOC-0000928
MI-0000673,MAN-000057,FPS-0165,RICE,153,1,ALLOC-0000329
MI-0000674,MAN-000057,FPS-0165,WHEAT,125,1,ALLOC-0000330
MI-0000675,MAN-000057,FPS-0090,RICE,180,2,ALLOC-0000179
MI-0000676,MAN-000057,FPS-0090,WHEAT,159,2,ALLOC-0000180
MI-0000677,MAN-000057,FPS-0240,RICE,168,3,ALLOC-0000479
MI-0000678,MAN-000057,FPS-0240,WHEAT,134,3,ALLOC-0000480
MI-0000679,MAN-000057,FPS-0490,RICE,184,4,ALLOC-0000979
MI-0000680,MAN-000057,FPS-0490,WHEAT,138,4,ALLOC-0000980
MI-0000681,MAN-000057,FPS-0065,RICE,140,5,ALLOC-0000129
MI-0000682,MAN-000057,FPS-0065,WHEAT,121,5,ALLOC-0000130
MI-0000683,MAN-000057,FPS-0565,RICE,145,6,ALLOC-0001129
MI-0000684,MAN-000057,FPS-0565,WHEAT,117,6,ALLOC-0001130
MI-0000685,MAN-000058,FPS-0015,RICE,176,1,ALLOC-0000029
MI-0000686,MAN-000058,FPS-0015,WHEAT,140,1,ALLOC-0000030
MI-0000687,MAN-000058,FPS-0190,RICE,134,2,ALLOC-0000379
MI-0000688,MAN-000058,FPS-0190,WHEAT,122,2,ALLOC-0000380
MI-0000689,MAN-000058,FPS-0590,RICE,192,3,ALLOC-0001179
MI-0000690,MAN-000058,FPS-0590,WHEAT,143,3,ALLOC-0001180
MI-0000691,MAN-000058,FPS-0365,RICE,163,4,ALLOC-0000729
MI-0000692,MAN-000058,FPS-0365,WHEAT,141,4,ALLOC-0000730
MI-0000693,MAN-000058,FPS-0390,RICE,191,5,ALLOC-0000779
MI-0000694,MAN-000058,FPS-0390,WHEAT,142,5,ALLOC-0000780
MI-0000695,MAN-000058,FPS-0265,RICE,201,6,ALLOC-0000529
